ville,Emmanuel Macron,Marine Le Pen
Mennessis,40.51,59.49
Menneville,52.36,47.64
Mennevret,33.62,66.38
Mercin-et-Vaux,57.2,42.8
Merlieux-et-Fouquerolles,55.12,44.88
Mesbrecourt-Richecourt,32.39,67.61
Mesnil-Saint-Laurent,58.16,41.84
Meurival,56.25,43.75
Mézières-sur-Oise,54.08,45.92
Mézy-Moulins,38.49,61.51
Missy-aux-Bois,40.58,59.42
Missy-lès-Pierrepont,58.14,41.86
Missy-sur-Aisne,44.69,55.31
Molain,30.12,69.88
Molinchart,51.38,48.62
Monampteuil,70.21,29.79
Monceau-le-Neuf-et-Faucouzy,42.03,57.97
Monceau-lès-Leups,36.93,63.07
Monceau-le-Waast,41.73,58.27
Monceau-sur-Oise,34.15,65.85
Mondrepuis,40.08,59.92
Monnes,38.89,61.11
Mons-en-Laonnois,55.76,44.24
Montaigu,47.54,52.46
Montbavin,68.0,32.0
Montbrehain,44.07,55.93
Montchâlons,55.56,44.44
Montcornet,37.05,62.95
Mont-d'Origny,35.94,64.06
Montescourt-Lizerolles,33.95,66.05
Montfaucon,33.33,66.67
Montgobert,66.13,33.87
Montgru-Saint-Hilaire,57.69,42.31
Monthenault,45.21,54.79
Monthiers,46.51,53.49
Monthurel,45.07,54.93
Montigny-en-Arrouaise,32.28,67.72
Montigny-l'Allier,45.52,54.48
Montigny-le-Franc,47.13,52.87
Montigny-Lengrain,39.04,60.96
Montigny-lès-Condé,35.29,64.71
Montigny-sous-Marle,43.75,56.25
Montigny-sur-Crécy,35.98,64.02
Montlevon,40.13,59.87
Montloué,38.1,61.9
Mont-Notre-Dame,67.89,32.11
Montreuil-aux-Lions,43.89,56.11
Mont-Saint-Jean,23.68,76.32
Mont-Saint-Martin,52.38,47.62
Mont-Saint-Père,48.39,51.61
Morcourt,53.99,46.01
Morgny-en-Thiérache,43.33,56.67
Morsain,38.5,61.5
Mortefontaine,45.97,54.03
Mortiers,42.74,57.26
Moulins,34.15,65.85
Moussy-Verneuil,53.45,46.55
Moy-de-l'Aisne,43.3,56.7
Muret-et-Crouttes,52.17,47.83
Muscourt,70.83,29.17
Nampcelles-la-Cour,49.3,50.7
Nampteuil-sous-Muret,49.09,50.91
Nanteuil-la-Fosse,39.18,60.82
Nanteuil-Notre-Dame,37.84,62.16
Nauroy,44.35,55.65
Nesles-la-Montagne,52.81,47.19
Neufchâtel-sur-Aisne,44.3,55.7
Neuflieux,53.85,46.15
Neuilly-Saint-Front,39.77,60.23
Neuve-Maison,46.62,53.38
La Neuville-Bosmont,29.89,70.11
La Neuville-en-Beine,50.51,49.49
La Neuville-Housset,32.35,67.65
La Neuville-lès-Dorengt,42.13,57.87
Neuville-Saint-Amand,54.43,45.57
Neuville-sur-Ailette,43.14,56.86
Neuville-sur-Margival,33.87,66.13
Neuvillette,38.95,61.05
Nizy-le-Comte,39.17,60.83
Nogentel,52.43,47.57
Nogent-l'Artaud,47.44,52.56
Noircourt,46.0,54.0
Noroy-sur-Ourcq,50.0,50.0
Le Nouvion-en-Thiérache,37.48,62.52
Nouvion-et-Catillon,40.51,59.49
Nouvion-le-Comte,37.98,62.02
Nouvion-le-Vineux,68.27,31.73
Nouvron-Vingré,42.02,57.98
Noyales,39.82,60.18
Noyant-et-Aconin,40.96,59.04
OEuilly,46.58,53.42
Ognes,47.34,52.66
Ohis,38.18,61.82
Oigny-en-Valois,60.38,39.62
Oisy,34.02,65.98
Ollezy,39.22,60.78
Omissy,50.39,49.61
Orainville,50.2,49.8
Orgeval,58.97,41.03
Origny-en-Thiérache,38.64,61.36
Origny-Sainte-Benoite,37.92,62.08
Osly-Courtil,43.81,56.19
Ostel,49.12,50.88
Oulches-la-Vallée-Foulon,40.43,59.57
Oulchy-la-Ville,40.54,59.46
Oulchy-le-Château,39.69,60.31
Paars,42.31,57.69
Paissy,51.92,48.08
Pancy-Courtecon,33.33,66.67
Papleux,31.17,68.83
Parcy-et-Tigny,44.83,55.17
Parfondeval,58.76,41.24
Parfondru,54.79,45.21
Pargnan,60.47,39.53
Pargny-Filain,41.18,58.82
Pargny-la-Dhuys,56.1,43.9
Pargny-les-Bois,30.56,69.44
Parpeville,53.85,46.15
Pasly,59.63,40.37
Passy-en-Valois,29.07,70.93
Passy-sur-Marne,43.84,56.16
Pavant,42.66,57.34
Pernant,48.46,51.54
Pierremande,32.45,67.55
Pierrepont,41.67,58.33
Pignicourt,33.33,66.67
Pinon,44.25,55.75
Pithon,28.57,71.43
Pleine-Selve,25.0,75.0
Le Plessier-Huleu,57.89,42.11
Ploisy,49.06,50.94
Plomion,31.49,68.51
Ployart-et-Vaurseine,50.0,50.0
Pommiers,52.92,47.08
Pont-Arcy,23.53,76.47
Pontavert,39.19,60.81
Pontru,47.56,52.44
Pontruet,63.44,36.56
Pont-Saint-Mard,42.86,57.14
Pouilly-sur-Serre,39.16,60.84
Prémont,41.34,58.66
Prémontré,53.72,46.28
Presles-et-Boves,30.2,69.8
Presles-et-Thierny,60.74,39.26
Priez,39.29,60.71
Prisces,47.54,52.46
Proisy,43.15,56.85
Proix,28.05,71.95
Prouvais,52.81,47.19
Proviseux-et-Plesnoy,41.1,58.9
Puiseux-en-Retz,62.3,37.7
Puisieux-et-Clanlieu,30.86,69.14
Quierzy,39.62,60.38
Quincy-Basse,62.5,37.5
Quincy-sous-le-Mont,56.25,43.75
Raillimont,42.55,57.45
Ramicourt,48.31,51.69
Regny,39.37,60.63
Remaucourt,55.49,44.51
Remies,35.29,64.71
Remigny,38.25,61.75
Renansart,52.56,47.44
Renneval,37.5,62.5
Résigny,17.5,82.5
Ressons-le-Long,43.39,56.61
Retheuil,44.29,55.71
Reuilly-Sauvigny,51.28,48.72
Ribeauville,42.86,57.14
Ribemont,44.9,55.1
Rocourt-Saint-Martin,28.74,71.26
Rocquigny,40.39,59.61
Rogécourt,40.0,60.0
Rogny,31.34,68.66
Romeny-sur-Marne,43.39,56.61
Romery,46.94,53.06
Ronchères,35.62,64.38
Roucy,58.72,41.28
Rougeries,30.49,69.51
Roupy,55.71,44.29
Rouvroy,62.54,37.46
Rouvroy-sur-Serre,27.27,72.73
Royaucourt-et-Chailvet,57.94,42.06
Rozet-Saint-Albin,39.08,60.92
Rozières-sur-Crise,48.45,51.55
Rozoy-Bellevalle,46.38,53.62
Grand-Rozoy,48.15,51.85
Rozoy-sur-Serre,39.11,60.89
Saconin-et-Breuil,44.26,55.74
Sains-Richaumont,42.31,57.69
Saint-Algis,43.37,56.63
Saint-Aubin,37.65,62.35
Saint-Bandry,47.33,52.67
Saint-Christophe-à-Berry,44.44,55.56
Saint-Clément,36.67,63.33
Sainte-Croix,49.37,50.63
Saint-Erme-Outre-et-Ramecourt,42.31,57.69
Saint-Eugène,37.27,62.73
Sainte-Geneviève,48.65,51.35
Saint-Gengoulph,44.58,55.42
Saint-Gobain,48.67,51.33
Saint-Gobert,33.57,66.43
Saint-Mard,45.45,54.55
Saint-Martin-Rivière,23.08,76.92
Saint-Michel,37.17,62.83
Saint-Nicolas-aux-Bois,45.59,54.41
Saint-Paul-aux-Bois,34.36,65.64
Saint-Pierre-Aigle,57.97,42.03
Saint-Pierre-lès-Franqueville,50.0,50.0
Saint-Pierremont,34.38,65.63
Sainte-Preuve,64.81,35.19
Saint-Quentin,57.08,42.92
Saint-Rémy-Blanzy,52.88,47.12
Saint-Simon,37.84,62.16
Saint-Thibaut,66.67,33.33
Saint-Thomas,62.5,37.5
Samoussy,47.95,52.05
Sancy-les-Cheminots,46.67,53.33
Saponay,38.92,61.08
Saulchery,51.48,48.52
Savy,46.51,53.49
Seboncourt,34.97,65.03
Selens,30.94,69.06
La Selve,30.58,69.42
Septmonts,49.39,50.61
Septvaux,44.19,55.81
Sequehart,42.18,57.82
Serain,35.64,64.36
Seraucourt-le-Grand,42.28,57.72
Serches,49.32,50.68
Sergy,37.66,62.34
Seringes-et-Nesles,42.86,57.14
Sermoise,38.85,61.15
Serval,45.16,54.84
Servais,46.79,53.21
Séry-lès-Mézières,48.12,51.88
Silly-la-Poterie,65.91,34.09
Sinceny,38.45,61.55
Sissonne,44.11,55.89
Sissy,44.4,55.6
Soissons,58.36,41.64
Soize,44.23,55.77
Sommelans,35.71,64.29
Sommeron,32.99,67.01
Sommette-Eaucourt,43.0,57.0
Sons-et-Ronchères,16.36,83.64
Sorbais,36.71,63.29
Soucy,43.75,56.25
Soupir,41.98,58.02
Le Sourd,44.57,55.43
Surfontaine,33.33,66.67
Suzy,51.18,48.82
Taillefontaine,52.23,47.77
Tannières,66.67,33.33
Tartiers,46.15,53.85
Tavaux-et-Pontséricourt,44.67,55.33
Tergnier,43.44,56.56
Terny-Sorny,36.72,63.28
Thenailles,44.3,55.7
Thenelles,46.95,53.05
Thiernu,44.9,55.1
Le Thuel,44.19,55.81
Torcy-en-Valois,55.0,45.0
Toulis-et-Attencourt,56.96,43.04
Travecy,38.38,61.62
Trefcon,37.5,62.5
Trélou-sur-Marne,48.81,51.19
Troësnes,42.59,57.41
Trosly-Loire,39.43,60.57
Trucy,40.48,59.52
Tugny-et-Pont,48.05,51.95
Tupigny,27.23,72.77
Ugny-le-Gay,48.89,51.11
Urcel,50.17,49.83
Urvillers,48.42,51.58
Vadencourt,41.25,58.75
Vailly-sur-Aisne,46.91,53.09
La Vallée-au-Blé,29.33,70.67
La Vallée-Mulâtre,19.44,80.56
Variscourt,44.79,55.21
Vassens,59.72,40.28
Vasseny,40.19,59.81
Vassogne,80.39,19.61
Vaucelles-et-Beffecourt,61.07,38.93
Vaudesson,37.12,62.88
Vauxrezis,43.65,56.35
Vauxaillon,44.87,55.13
Vaux-Andigny,27.93,72.07
Vauxbuin,47.55,52.45
Vaux-en-Vermandois,40.26,59.74
Vauxtin,51.72,48.28
Vendelles,44.16,55.84
Vendeuil,44.89,55.11
Vendhuile,45.77,54.23
Vendières,42.55,57.45
Vendresse-Beaulne,44.62,55.38
Vénérolles,25.0,75.0
Venizel,38.64,61.36
Verdilly,49.39,50.61
Le Verguier,40.68,59.32
Grand-Verly,37.35,62.65
Petit-Verly,24.49,75.51
Vermand,49.76,50.24
Verneuil-sous-Coucy,48.78,51.22
Verneuil-sur-Serre,46.77,53.23
Versigny,41.63,58.37
Vervins,48.81,51.19
Vesles-et-Caumont,32.5,67.5
Veslud,54.33,45.67
Veuilly-la-Poterie,48.81,51.19
Vézaponin,36.92,63.08
Vézilly,66.35,33.65
Vic-sur-Aisne,50.39,49.61
Vichel-Nanteuil,55.1,44.9
Viel-Arcy,37.65,62.35
Viels-Maisons,42.39,57.61
Vierzy,37.14,62.86
Viffort,29.29,70.71
Vigneux-Hocquet,46.43,53.57
La Ville-aux-Bois-lès-Dizy,35.23,64.77
La Ville-aux-Bois-lès-Pontavert,44.44,55.56
Villemontoire,45.24,54.76
Villeneuve-Saint-Germain,44.47,55.53
Villeneuve-sur-Fère,36.23,63.77
Villequier-Aumont,48.22,51.78
Villeret,30.38,69.62
Villers-Agron-Aiguizy,64.1,35.9
Villers-Cotterêts,50.18,49.82
Villers-Hélon,57.02,42.98
Villers-le-Sec,49.29,50.71
Villers-lès-Guise,41.86,58.14
Villers-Saint-Christophe,50.76,49.24
Villers-sur-Fère,42.13,57.87
Ville-Savoye,41.67,58.33
Villiers-Saint-Denis,48.43,51.57
Vincy-Reuil-et-Magny,34.72,65.28
Viry-Noureuil,47.72,52.28
Vivaise,56.95,43.05
Vivières,44.6,55.4
Voharies,39.13,60.87
Vorges,56.78,43.22
Voulpaix,37.31,62.69
Voyenne,49.69,50.31
Vregny,64.71,35.29
Vuillery,50.0,50.0
Wassigny,32.19,67.81
Watigny,45.73,54.27
Wiège-Faty,35.09,64.91
Wimy,42.45,57.55
Wissignicourt,58.97,41.03
Abrest,62.37,37.63
Agonges,67.05,32.95
Ainay-le-Château,62.43,37.57
Andelaroche,49.31,50.69
Archignat,53.96,46.04
Arfeuilles,59.94,40.06
Arpheuilles-Saint-Priest,66.67,33.33
Arronnes,60.65,39.35
Aubigny,52.94,47.06
Audes,58.2,41.8
Aurouër,55.56,44.44
Autry-Issards,67.42,32.58
Avermes,69.9,30.1
Avrilly,75.0,25.0
Bagneux,64.86,35.14
Barberier,58.75,41.25
Barrais-Bussolles,56.52,43.48
Bayet,49.6,50.4
Beaulon,58.05,41.95
Beaune-d'Allier,62.42,37.58
Bègues,67.88,32.12
Bellenaves,62.59,37.41
Bellerive-sur-Allier,70.01,29.99
Bert,44.59,55.41
Bessay-sur-Allier,55.07,44.93
Besson,66.15,33.85
Bézenet,54.57,45.43
Billezois,50.76,49.24
Billy,56.68,43.32
Biozat,57.88,42.12
Bizeneuille,65.36,34.64
Blomard,47.86,52.14
Bost,57.32,42.68
Boucé,48.95,51.05
Le Bouchaud,58.91,41.09
Bourbon-l'Archambault,69.4,30.6
Braize,42.54,57.46
Bransat,61.9,38.1
Bresnay,62.16,37.84
Bressolles,68.96,31.04
Le Brethon,59.41,40.59
Le Breuil,56.87,43.13
Broût-Vernet,55.42,44.58
Brugheas,61.11,38.89
Busset,58.8,41.2
Buxières-les-Mines,62.24,37.76
La Celle,46.36,53.64
Cérilly,67.87,32.13
Cesset,59.41,40.59
La Chabanne,51.38,48.62
Chambérat,59.76,40.24
Chamblet,60.19,39.81
Chantelle,65.68,34.32
Chapeau,55.88,44.12
La Chapelaude,63.58,36.42
La Chapelle,65.45,34.55
La Chapelle-aux-Chasses,71.77,28.23
Chappes,68.37,31.63
Chareil-Cintrat,62.94,37.06
Charmeil,51.67,48.33
Charmes,56.73,43.27
Charroux,63.18,36.82
Chassenard,53.44,46.56
Château-sur-Allier,52.94,47.06
Châtel-de-Neuvre,62.59,37.41
Châtel-Montagne,61.5,38.5
Châtelperron,54.35,45.65
Châtelus,52.17,47.83
Châtillon,62.33,37.67
Chavenon,66.2,33.8
Chavroches,71.3,28.7
Chazemais,60.64,39.36
Chemilly,64.04,35.96
Chevagnes,67.42,32.58
Chezelle,48.05,51.95
Chézy,60.16,39.84
Chirat-l'Eglise,60.26,39.74
Chouvigny,67.42,32.58
Cindré,52.73,47.27
Cognat-Lyonne,61.71,38.29
Colombier,57.31,42.69
Commentry,61.62,38.38
Contigny,59.45,40.55
Cosne-d'Allier,70.47,29.53
Coulandon,60.31,39.69
Coulanges,49.34,50.66
Couleuvre,55.28,44.72
Courçais,46.91,53.09
Coutansouze,64.94,35.06
Couzon,49.02,50.98
Créchy,49.34,50.66
Cressanges,56.08,43.92
Creuzier-le-Neuf,60.76,39.24
Creuzier-le-Vieux,68.29,31.71
Cusset,65.62,34.38
Deneuille-lès-Chantelle,62.26,37.74
Deneuille-les-Mines,64.09,35.91
Désertines,66.67,33.33
Deux-Chaises,67.87,32.13
Diou,62.46,37.54
Domérat,65.23,34.77
Dompierre-sur-Besbre,67.08,32.92
Le Donjon,62.64,37.36
Doyet,62.84,37.16
Droiturier,52.09,47.91
Durdat-Larequille,66.31,33.69
Ebreuil,65.15,34.85
Echassières,67.04,32.96
Escurolles,56.98,43.02
Espinasse-Vozelle,66.33,33.67
Estivareilles,59.35,40.65
Etroussat,52.38,47.62
Ferrières-sur-Sichon,61.74,38.26
La Ferté-Hauterive,58.76,41.24
Fleuriel,64.37,35.63
Fourilles,59.26,40.74
Franchesse,58.75,41.25
Gannat,61.22,38.78
Gannay-sur-Loire,62.26,37.74
Garnat-sur-Engièvre,53.23,46.77
Gennetines,57.43,42.57
Gipcy,68.52,31.48
Gouise,60.38,39.62
La Guillermie,44.44,55.56
Hauterive,60.41,39.59
Hérisson,72.26,27.74
Huriel,60.97,39.03
Hyds,56.28,43.72
Isle-et-Bardais,58.78,41.22
Isserpent,43.89,56.11
Jaligny-sur-Besbre,57.1,42.9
Jenzat,65.56,34.44
Laféline,65.83,34.17
Lalizolle,52.94,47.06
Lamaids,59.77,40.23
Langy,53.73,46.27
Lapalisse,62.08,37.92
Laprugne,53.08,46.92
Lavault-Sainte-Anne,72.67,27.33
Lavoine,70.59,29.41
Lenax,48.32,51.68
Lételon,53.57,46.43
Liernolles,58.73,41.27
Lignerolles,63.54,36.46
Limoise,71.6,28.4
Loddes,54.37,45.63
Loriges,40.98,59.02
Louchy-Montfand,69.71,30.29
Louroux-Bourbonnais,64.62,35.38
Louroux-de-Beaune,68.81,31.19
Louroux-de-Bouble,58.45,41.55
Luneau,56.67,43.33
Lurcy-Lévis,54.18,45.82
Lusigny,63.47,36.53
Magnet,51.12,48.88
Haut-Bocage,58.85,41.15
Malicorne,56.16,43.84
Marcenat,60.0,40.0
Marcillat-en-Combraille,70.92,29.08
Marigny,69.67,30.33
Mariol,46.6,53.4
Le Mayet-d'Ecole,52.57,47.43
Le Mayet-de-Montagne,60.46,39.54
Mazerier,65.79,34.21
Mazirat,65.58,34.42
Meaulne-Vitray,53.69,46.31
Meillard,65.99,34.01
Meillers,78.82,21.18
Mercy,62.81,37.19
Mesples,52.24,47.76
Molinet,57.26,42.74
Molles,58.53,41.47
Monestier,55.41,44.59
Monétay-sur-Allier,58.65,41.35
Monétay-sur-Loire,54.44,45.56
Montaiguët-en-Forez,53.29,46.71
Montaigu-le-Blin,60.91,39.09
Montbeugny,54.28,45.72
Montcombroux-les-Mines,54.19,45.81
Monteignet-sur-l'Andelot,55.32,44.68
Le Montet,62.07,37.93
Montilly,57.72,42.28
Montluçon,70.15,29.85
Montmarault,61.85,38.15
Montoldre,48.5,51.5
Montord,60.16,39.84
Montvicq,55.08,44.92
Moulins,70.71,29.29
Murat,65.1,34.9
Nades,61.67,38.33
Nassigny,63.44,36.56
Naves,62.5,37.5
Néris-les-Bains,73.34,26.66
Neuilly-en-Donjon,60.28,39.72
Neuilly-le-Réal,64.36,35.64
Neure,47.47,52.53
Neuvy,73.25,26.75
Nizerolles,55.49,44.51
Noyant-d'Allier,69.26,30.74
Paray-le-Frésil,48.8,51.2
Paray-sous-Briailles,58.01,41.99
Périgny,47.26,52.74
La Petite-Marche,70.09,29.91
Pierrefitte-sur-Loire,55.56,44.44
Le Pin,50.0,50.0
Poëzat,57.3,42.7
Pouzy-Mésangy,57.21,42.79
Prémilhat,66.11,33.89
Quinssaines,58.41,41.59
Reugny,63.57,36.43
Rocles,53.21,46.79
Rongères,56.23,43.77
Ronnet,60.42,39.58
Saint-Angel,65.85,34.15
Saint-Aubin-le-Monial,61.87,38.13
Saint-Bonnet-de-Four,53.08,46.92
Saint-Bonnet-de-Rochefort,66.05,33.95
Saint-Bonnet-Tronçais,58.4,41.6
Saint-Caprais,47.46,52.54
Saint-Christophe,52.17,47.83
Saint-Clément,65.1,34.9
Saint-Désiré,59.15,40.85
Saint-Didier-en-Donjon,55.48,44.52
Saint-Didier-la-Forêt,55.17,44.83
Saint-Eloy-d'Allier,50.0,50.0
Saint-Ennemond,57.14,42.86
Saint-Etienne-de-Vicq,56.16,43.84
Saint-Fargeol,76.36,23.64
Saint-Félix,52.91,47.09
Saint-Genest,55.96,44.04
Saint-Gérand-de-Vaux,54.09,45.91
Saint-Gérand-le-Puy,51.44,48.56
Saint-Germain-des-Fossés,56.85,43.15
Saint-Germain-de-Salles,57.81,42.19
Saint-Hilaire,56.36,43.64
Saint-Léger-sur-Vouzance,77.55,22.45
Saint-Léon,56.55,43.45
Saint-Léopardin-d'Augy,55.29,44.71
Saint-Loup,49.57,50.43
Saint-Marcel-en-Murat,56.82,43.18
Saint-Marcel-en-Marcillat,59.77,40.23
Saint-Martin-des-Lais,68.49,31.51
Saint-Martinien,56.03,43.97
Saint-Menoux,72.03,27.97
Saint-Nicolas-des-Biefs,54.1,45.9
Saint-Palais,54.63,45.37
Saint-Pierre-Laval,66.14,33.86
Saint-Plaisir,55.79,44.21
Saint-Pont,60.97,39.03
Saint-Pourçain-sur-Besbre,63.3,36.7
Saint-Pourçain-sur-Sioule,63.99,36.01
Saint-Priest-d'Andelot,67.11,32.89
Saint-Priest-en-Murat,57.55,42.45
Saint-Prix,52.55,47.45
Saint-Rémy-en-Rollat,58.92,41.08
Saint-Sauvier,57.14,42.86
Saint-Sornin,59.2,40.8
Sainte-Thérence,66.67,33.33
Saint-Victor,63.32,36.68
Saint-Voir,63.53,36.47
Saint-Yorre,65.36,34.64
Saligny-sur-Roudon,63.16,36.84
Sanssat,51.68,48.32
Saulcet,60.64,39.36
Saulzet,62.81,37.19
Sauvagny,58.18,41.82
Sazeret,56.16,43.84
Serbannes,64.76,35.24
Servilly,50.0,50.0
Seuillet,65.09,34.91
Sorbier,56.1,43.9
Souvigny,60.04,39.96
Sussat,63.01,36.99
Target,69.75,30.25
Taxat-Senat,74.63,25.37
Teillet-Argenty,56.21,43.79
Terjat,67.21,32.79
Le Theil,68.61,31.39
Theneuille,69.5,30.5
Thiel-sur-Acolin,64.15,35.85
Thionne,50.0,50.0
Tortezais,55.24,44.76
Toulon-sur-Allier,68.99,31.01
Treban,60.2,39.8
Treignat,52.36,47.64
Treteau,45.3,54.7
Trévol,71.78,28.22
Trézelles,51.18,48.82
Tronget,66.52,33.48
Urçay,46.85,53.15
Ussel-d'Allier,64.08,35.92
Valignat,54.72,45.28
Valigny,48.8,51.2
Vallon-en-Sully,56.51,43.49
Varennes-sur-Allier,58.08,41.92
Varennes-sur-Tèche,53.57,46.43
Vaumas,63.7,36.3
Vaux,53.0,47.0
Veauce,60.61,39.39
Venas,60.45,39.55
Vendat,66.06,33.94
Verneix,53.62,46.38
Le Vernet,67.95,32.05
Verneuil-en-Bourbonnais,71.43,28.57
Vernusse,65.75,34.25
Le Veurdre,58.75,41.25
Vichy,70.03,29.97
Vicq,63.98,36.02
Vieure,63.91,36.09
Le Vilhain,64.19,35.81
Villebret,66.91,33.09
Villefranche-d'Allier,52.69,47.31
Villeneuve-sur-Allier,54.89,45.11
Viplaix,51.96,48.04
Voussac,58.85,41.15
Ygrande,63.45,36.55
Yzeure,71.59,28.41
Aiglun,59.87,40.13
Allemagne-en-Provence,46.55,53.45
Allons,68.0,32.0
Allos,40.95,59.05
Angles,50.94,49.06
Annot,55.43,44.57
Archail,71.43,28.57
Aubenas-les-Alpes,84.21,15.79
Aubignosc,57.28,42.72
Authon,69.05,30.95
Auzet,49.09,50.91
Banon,60.29,39.71
Barcelonnette,64.1,35.9
Barles,41.18,58.82
Barras,65.91,34.09
Barrême,49.81,50.19
Bayons,61.54,38.46
Beaujeu,66.22,33.78
Beauvezer,54.09,45.91
Bellaffaire,53.64,46.36
Bevons,50.83,49.17
Beynes,71.79,28.21
Blieux,55.88,44.12
Bras-d'Asse,53.22,46.78
Braux,57.84,42.16
Ubaye-Serre-Ponçon,58.49,41.51
La Brillanne,46.97,53.03
Brunet,46.72,53.28
Le Brusquet,65.41,34.59
Le Caire,47.27,52.73
Castellane,57.12,42.88
Le Castellard-Melan,60.53,39.47
Le Castellet,60.0,40.0
Castellet-lès-Sausses,62.14,37.86
Val-de-Chalvagne,68.97,31.03
Céreste,52.31,47.69
Le Chaffaut-Saint-Jurson,54.39,45.61
Champtercier,60.15,39.85
Château-Arnoux-Saint-Auban,61.97,38.03
Châteaufort,58.82,41.18
Châteauneuf-Miravail,50.94,49.06
Châteauneuf-Val-Saint-Donat,49.65,50.35
Châteauredon,56.0,44.0
Chaudon-Norante,47.92,52.08
Clamensane,56.25,43.75
Claret,65.44,34.56
Clumanc,51.64,48.36
Colmars,55.56,44.44
La Condamine-Châtelard,50.0,50.0
Corbières,46.25,53.75
Cruis,55.89,44.11
Curbans,41.23,58.77
Curel,61.11,38.89
Dauphin,58.39,41.61
Demandolx,39.51,60.49
Digne-les-Bains,62.22,37.78
Draix,43.14,56.86
Enchastrayes,64.49,35.51
Entrages,64.29,35.71
Entrepierres,71.84,28.16
Entrevaux,46.78,53.22
Entrevennes,49.45,50.55
L'Escale,55.95,44.05
Esparron-de-Verdon,65.98,34.02
Estoublon,59.06,40.94
Faucon-du-Caire,72.22,27.78
Faucon-de-Barcelonnette,74.27,25.73
Fontienne,67.03,32.97
Forcalquier,66.73,33.27
Le Fugeret,59.86,40.14
Ganagobie,52.08,47.92
La Garde,39.44,60.56
Gigors,54.05,45.95
Gréoux-les-Bains,52.75,47.25
L'Hospitalet,56.92,43.08
Jausiers,59.67,40.33
La Javie,46.27,53.73
Lambruisse,67.11,32.89
Lardiers,69.57,30.43
Le Lauzet-Ubaye,47.41,52.59
Limans,70.99,29.01
Lurs,63.33,36.67
Majastres,80.0,20.0
Malijai,52.14,47.86
Mallefougasse-Augès,56.54,43.46
Mallemoisson,53.14,46.86
Mane,60.8,39.2
Manosque,65.46,34.54
Marcoux,56.82,43.18
Méailles,47.11,52.89
Les Mées,52.65,47.35
Melve,64.71,35.29
Val d'Oronaye,64.94,35.06
Mézel,58.75,41.25
Mirabeau,59.59,40.41
Mison,53.4,46.6
Montagnac-Montpezat,49.15,50.85
Montclar,56.83,43.17
Montfort,62.07,37.93
Montfuron,70.43,29.57
Montjustin,78.05,21.95
Montlaux,62.0,38.0
Montsalier,48.19,51.81
Moriez,50.75,49.25
La Motte-du-Caire,43.75,56.25
Moustiers-Sainte-Marie,68.92,31.08
La Mure-Argens,57.92,42.08
Nibles,53.85,46.15
Niozelles,52.29,47.71
Noyers-sur-Jabron,57.19,42.81
Les Omergues,56.58,43.42
Ongles,59.9,40.1
Oppedette,84.62,15.38
Oraison,53.89,46.11
La Palud-sur-Verdon,73.65,26.35
Peipin,53.77,46.23
Peyroules,42.08,57.92
Peyruis,55.28,44.72
Piégut,63.53,36.47
Pierrerue,64.98,35.02
Pierrevert,61.03,38.97
Pontis,45.31,54.69
Prads-Haute-Bléone,58.21,41.79
Puimichel,47.27,52.73
Puimoisson,56.2,43.8
Quinson,55.88,44.12
Redortiers,67.24,32.76
Reillanne,64.3,35.7
Méolans-Revel,58.41,41.59
Revest-des-Brousses,69.7,30.3
Revest-du-Bion,51.27,48.73
Revest-Saint-Martin,54.55,45.45
Riez,54.3,45.7
La Robine-sur-Galabre,56.81,43.19
La Rochegiron,68.12,31.88
La Rochette,48.48,51.52
Rougon,70.83,29.17
Roumoules,48.36,51.64
Saint-André-les-Alpes,53.46,46.54
Saint-Benoît,50.81,49.19
Sainte-Croix-à-Lauze,57.41,42.59
Sainte-Croix-du-Verdon,72.84,27.16
Hautes-Duyes,61.29,38.71
Saint-Etienne-les-Orgues,56.95,43.05
Saint-Geniez,58.82,41.18
Saint-Jacques,63.41,36.59
Saint-Jeannet,63.64,36.36
Saint-Julien-d'Asse,48.76,51.24
Saint-Julien-du-Verdon,59.0,41.0
Saint-Jurs,73.33,26.67
Saint-Laurent-du-Verdon,54.41,45.59
Saint-Lions,58.33,41.67
Saint-Maime,52.66,47.34
Saint-Martin-de-Brômes,52.16,47.84
Saint-Martin-les-Eaux,61.67,38.33
Saint-Martin-lès-Seyne,55.0,45.0
Saint-Michel-l'Observatoire,68.07,31.93
Saint-Paul-sur-Ubaye,58.02,41.98
Saint-Pierre,47.62,52.38
Saint-Pons,54.19,45.81
Sainte-Tulle,54.01,45.99
Saint-Vincent-sur-Jabron,50.78,49.22
Salignac,58.15,41.85
Saumane,56.79,43.21
Sausses,53.93,46.07
Selonnet,57.48,42.52
Senez,56.67,43.33
Seyne,57.48,42.52
Sigonce,57.99,42.01
Sigoyer,59.32,40.68
Simiane-la-Rotonde,60.68,39.32
Sisteron,61.14,38.86
Soleilhas,53.54,46.46
Sourribes,60.0,40.0
Tartonne,40.85,59.15
Thèze,57.42,42.58
Thoard,63.13,36.87
Thorame-Basse,52.59,47.41
Thorame-Haute,48.99,51.01
Les Thuiles,50.24,49.76
Turriers,67.1,32.9
Ubraye,60.0,40.0
Uvernet-Fours,55.76,44.24
Vachères,62.58,37.42
Valavoire,72.97,27.03
Valbelle,58.33,41.67
Valensole,50.15,49.85
Valernes,54.01,45.99
